faculty_id,first,middle,last,suffix
83898cb45ef8ee77cc8d6f6af71a1110,William,A.,Sahlman,
b64ddc69e20b078189e3ae0cc7a37955,William,B,Mair,
b42639a109b1b06b31112409f62998a1,William,C.,Clark,
68973cb20ea2be6f6667316bceac838a,William,C.,Hahn,
d6a94661ebb0b8225880301389fb0449,William,C.,Kirby,
9ad1f9bf1012cba70b9d962118f53090,William,H.,Bossert,
e012476e22703f116fe9e23a6759b928,William,J.,Anderson,
6e26ce5ba8485becdd458449db1f3f76,William,Julius,Wilson,
40bc1a884e0853d1beb6e4027e436b0b,William,L.,Thomson,
f9c1e173800d1dc8c3a65df81868849e,William,Mills,Todd,III
80f1a167136ed971961dd0b5a38587a6,William,Nicholas,Haining,
e09514e00fe12da14aa94f8e155e18ae,William,Stephen,LeBow,
add2daad0eea5b1de87939272685b25d,Winston,,Hide,
5f6830e1f8af67452292221a3ed4fcad,Wolfram,,Goessling,
460118378c2936e26df28e59c64b6103,Woodward,,Yang,
4be9e5a15d25ce6da9af0f5d9ee87652,Xandra,Owens,Breakefield,
87ee72477a3e7d0cc06d499e52d490f3,Xi,,He,
6e12f7d4ec876e8c9673e9cb2fdb0982,Xi,,Lu,
e1259fc0beaf0726d4249872c41700b5,Xi,,Yin,
a3609ad3b3a2afed6ec3bf5f82331038,Xianhua,,Piao,
065d459a25b5cec46636aa60fae1773d,Xiao-Li,,Meng,
ea9a48e00cb2aa06774c0b59ad9b27c3,Xiaofei,,Tian,
8d3a1cc02b2bbe38767d670bb37312e6,"Xiaole (Shirley)",,Liu,
a904a3b0e48fa3908ed88fd21d21311a,Xiaoliang,Sunney,Xie,
47ffa598857c52f6393a21654cfca96a,Xiaonan,,Deng,
cff2bf77214fb1bd9b7034cc7cce2909,Xiaowei,,Zhuang,
104ccbb76ea62cf6e6428d71f6a05715,Xihong,,Lin,
197a7d30cffec1e259c20789394ae8e9,Xinyi,,Zhang,
cf5239e004ff68f8f0a023f66e201961,Xuedong,,Wang,
727289f734ae3381062b9f0b9eb2f724,Yaim,,Cooper,
01a11d5e22fd4a007501233cd12542f8,Yaiza,,Canzani,
8ae5b0d9018c3d9fd801782aa56ddd58,Yang,,Shi,
7414c1554b9cf5a49a6e4904d88bfa18,Yanni,Alexander,Loukissas,
ac2f707e355b94ad61f59d49e175b913,Yaoda,,Xu,
7a10f30a355e2b5af732a540f1c62336,Yaron,,Singer,
78c4d3ebd4575dd79822d996529422df,Yascha,Benjamin,Mounk,
1fc5a8ee96557f5b53a24ebefa070317,Yasemin,,Yildiz,
14c6f16f705023d0b829812567815d49,Yasuko,,Matsumoto,
2e6a8ffe89a06b83ce485be12db39e16,Yi,,Zhang,
95f8fce2aa8b3f2676e025b2d0cd3ae6,Yiling,,Chen,
4aa79b10389fb5c0df7bfcaef2a3cc72,Yoshihide,,Kanaoka,
6533e5de560d9ed75c09872d892481f6,Yue,,Lu,
a3caa541aff74089db9c1ed7fc235514,"Yujiang (Geno)",,Shi,
83be5e8c683ef1dd2d5b856c5a26753d,Yukio,,Lippit,
614f087f324e2a3b7cb5a2b75887d423,Yuko,,Kageyama-Hunt,
129338639a00e16397f5392dd23fb126,Yuliy,,Sannikov,
80d12e5368e47ce0480832555eb3f7e0,Yum-Tong,,Siu,
74864b3ce8f087925f18ae76445d5993,Yun,,Zhang,
dd1dd8ec90e067be3f9e71cc2e6e449e,Yvona,K.,Trnka-Amrhein,
301e0a09c018314914a1f88c0cca7ae0,Zaneta,H.,HONG,
5e5f8e0c91b337ba4f1b2797daf31688,Zarin,Pearl,Machanda,
bbfbcce2c72e972dfedc3fa67127176f,Zheng-Yi,,Chen,
c14bc59e4568a4fc860856708b27ec11,Zhi-Min,,Yuan,
41787340378e8e864060b80d1294c7d7,Zhigang,,He,
1e4cdf5e2cf5bfb71f2b7b747c6974dc,Zhigang,,Suo,
4d1c2562291ab1a59c9deb8af8f84047,Zhiming,,Kuang,
